CONTRY;CHANGED;USER;CCPU;CCPU_CHANGES;DCPU;DCPU_CHANGES;RCPU;RCPU_CHANGES;X010;X010T_CHANGES;X200_FLASH_TURBE;X200T_CHANGES
Island;22-08-2022;NWTN;2.00;;D920P / F14.27;;RC9.11;9.11 Der kan nu vælges om der skal bruges stjerne/trekant eller direkte start via lus;V8.01.01;8.01.01No wait for printer if MoxaTCP (Adr109=3)8.01.004x4 guided test fix8.00.99French translationsCorrect ver. in LCD8.00.98Keep-alive signalReceives only config-packet if in service mode8.00.97 Roller activity indicatorsSuspension diffPrint buffer enlarged;P14.197/P9.126 L2;Retardation calc fixes
Kazakhstan;22-08-2022;KGS;2.00;;D920P / F14.27;;RC9.11;9.11 Der kan nu vælges om der skal bruges stjerne/trekant eller direkte start via lus;V8.01.01;8.01.01No wait for printer if MoxaTCP (Adr109=3)8.01.004x4 guided test fix8.00.99French translationsCorrect ver. in LCD8.00.98Keep-alive signalReceives only config-packet if in service mode8.00.97 Roller activity indicatorsSuspension diffPrint buffer enlarged;P14.197/P9.126 L2;Retardation calc fixes
Dubai;22-08-2022;nwtn;2.00;;D920P / F14.27;;RC9.11;9.11 Der kan nu vælges om der skal bruges stjerne/trekant eller direkte start via lus;V8.01.01;8.01.01No wait for printer if MoxaTCP (Adr109=3)8.01.004x4 guided test fix8.00.99French translationsCorrect ver. in LCD8.00.98Keep-alive signalReceives only config-packet if in service mode8.00.97 Roller activity indicatorsSuspension diffPrint buffer enlarged;P14.197/P9.126 L2;Retardation calc fixes
.Lande ikke nævnt;22-08-2022;NWTN;2.00;;D920P / F14.27;;RC9.11;9.11 Der kan nu vælges om der skal bruges stjerne/trekant eller direkte start via lus;V8.01.01;8.01.01No wait for printer if MoxaTCP (Adr109=3)8.01.004x4 guided test fix8.00.99French translationsCorrect ver. in LCD8.00.98Keep-alive signalReceives only config-packet if in service mode8.00.97 Roller activity indicatorsSuspension diffPrint buffer enlarged;P14.197/P9.126 L2;Retardation calc fixes
Schweitz;22-08-2022;KGS;2.00;;D920P / F14.27;;RC9.11;9.11 Der kan nu vælges om der skal bruges stjerne/trekant eller direkte start via lus;V8.01.01;8.01.01No wait for printer if MoxaTCP (Adr109=3)8.01.004x4 guided test fix8.00.99French translationsCorrect ver. in LCD8.00.98Keep-alive signalReceives only config-packet if in service mode8.00.97 Roller activity indicatorsSuspension diffPrint buffer enlarged;P14.197/P9.126 L4;Retardation calc fixes
Tyskland;22-08-2022;KGS;2.00;;D920P / F14.27;;RC9.11;9.11 Der kan nu vælges om der skal bruges stjerne/trekant eller direkte start via lus;V8.01.01;8.01.01No wait for printer if MoxaTCP (Adr109=3)8.01.004x4 guided test fix8.00.99French translationsCorrect ver. in LCD8.00.98Keep-alive signalReceives only config-packet if in service mode8.00.97 Roller activity indicatorsSuspension diffPrint buffer enlarged;P14.197/P9.126 L4;Retardation calc fixes
Norge;22-08-2022;NWTN;2.00;;D920P / F14.27;;RC9.11;9.11 Der kan nu vælges om der skal bruges stjerne/trekant eller direkte start via lus;V8.01.01;8.01.01No wait for printer if MoxaTCP (Adr109=3)8.01.004x4 guided test fix8.00.99French translationsCorrect ver. in LCD8.00.98Keep-alive signalReceives only config-packet if in service mode8.00.97 Roller activity indicatorsSuspension diffPrint buffer enlarged;P14.197/P9.126 L3;Retardation calc fixes
Australien;22-08-2022;KGS;2.00;;D920P / F14.27;;RC9.11;9.11 Der kan nu vælges om der skal bruges stjerne/trekant eller direkte start via lus;V8.01.01;8.01.01No wait for printer if MoxaTCP (Adr109=3)8.01.004x4 guided test fix8.00.99French translationsCorrect ver. in LCD8.00.98Keep-alive signalReceives only config-packet if in service mode8.00.97 Roller activity indicatorsSuspension diffPrint buffer enlarged;P14.197/P9.126 L7;Retardation calc fixes
Norge;15-09-2022;NWTN;2.00;;D920P / F14.27;;RC9.11;9.11 Der kan nu vælges om der skal bruges stjerne/trekant eller direkte start via lus;V8.01.01;8.01.01No wait for printer if MoxaTCP (Adr109=3)8.01.004x4 guided test fix8.00.99French translationsCorrect ver. in LCD8.00.98Keep-alive signalReceives only config-packet if in service mode8.00.97 Roller activity indicatorsSuspension diffPrint buffer enlarged;P14.197/P9.126 L4;Retardation calc fixes
Irland;12-01-2023;NWTN;2.00;;D920P / F14.27;;RC9.11;9.11 Der kan nu vælges om der skal bruges stjerne/trekant eller direkte start via lus;V8.01.01;8.01.01No wait for printer if MoxaTCP (Adr109=3)8.01.004x4 guided test fix8.00.99French translationsCorrect ver. in LCD8.00.98Keep-alive signalReceives only config-packet if in service mode8.00.97 Roller activity indicatorsSuspension diffPrint buffer enlarged;P14.197/P9.126 L2;Retardation calc fixes
Schweitz;19-01-2023;KGS;2.00;;D920P / F14.27;;RC9.11;9.11 Der kan nu vælges om der skal bruges stjerne/trekant eller direkte start via lus;V8.01.01;8.01.01No wait for printer if MoxaTCP (Adr109=3)8.01.004x4 guided test fix8.00.99French translationsCorrect ver. in LCD8.00.98Keep-alive signalReceives only config-packet if in service mode8.00.97 Roller activity indicatorsSuspension diffPrint buffer enlarged;P14.197/P9.126 L3;Retardation calc fixes
Tyskland;19-01-2023;KGS;2.00;;D920P / F14.27;;RC9.11;9.11 Der kan nu vælges om der skal bruges stjerne/trekant eller direkte start via lus;V8.01.01;8.01.01No wait for printer if MoxaTCP (Adr109=3)8.01.004x4 guided test fix8.00.99French translationsCorrect ver. in LCD8.00.98Keep-alive signalReceives only config-packet if in service mode8.00.97 Roller activity indicatorsSuspension diffPrint buffer enlarged;P14.197/P9.126 L3;Retardation calc fixes
Sverige;08-11-2023;JUC;2.00;;D920P / F14.27;;RC9.11;9.11 Der kan nu vælges om der skal bruges stjerne/trekant eller direkte start via lus;V8.01.01;8.01.01No wait for printer if MoxaTCP (Adr109=3)8.01.004x4 guided test fix8.00.99French translationsCorrect ver. in LCD8.00.98Keep-alive signalReceives only config-packet if in service mode8.00.97 Roller activity indicatorsSuspension diffPrint buffer enlarged;P14.204/P9.135 L1;14.204 Ovality measurement range fix14.203 CLS/ALS: Check for HY-pressure overload during pressure increase at UP3-state14.202 Ovality measurement target range (adr126=1)14.201 CLS: Ensure min period (1 sec) of pressure release (NZ)14.199 Fixed error: Both roller sides are now activated in B_mode via RCPU14.198 ALS/CLS selection via D_IN1(AutoZero) if adr152=1P9.135 is the last possible turbo version
Belgien;08-11-2023;JUC;2.00;;D920P / F14.27;;RC9.11;9.11 Der kan nu vælges om der skal bruges stjerne/trekant eller direkte start via lus;V8.01.01;8.01.01No wait for printer if MoxaTCP (Adr109=3)8.01.004x4 guided test fix8.00.99French translationsCorrect ver. in LCD8.00.98Keep-alive signalReceives only config-packet if in service mode8.00.97 Roller activity indicatorsSuspension diffPrint buffer enlarged;P14.204/P9.126 L1;14.204 Ovality measurement range fix14.203 CLS/ALS: Check for HY-pressure overload during pressure increase at UP3-state14.202 Ovality measurement target range (adr126=1)14.201 CLS: Ensure min period (1 sec) of pressure release (NZ)14.199 Fixed error: Both roller sides are now activated in B_mode via RCPU14.198 ALS/CLS selection via D_IN1(AutoZero) if adr152=1
Czech;08-11-2023;JUC;2.00;;D920P / F14.27;;RC9.11;9.11 Der kan nu vælges om der skal bruges stjerne/trekant eller direkte start via lus;V8.01.01;8.01.01No wait for printer if MoxaTCP (Adr109=3)8.01.004x4 guided test fix8.00.99French translationsCorrect ver. in LCD8.00.98Keep-alive signalReceives only config-packet if in service mode8.00.97 Roller activity indicatorsSuspension diffPrint buffer enlarged;P14.204/P9.126 L1;14.204 Ovality measurement range fix14.203 CLS/ALS: Check for HY-pressure overload during pressure increase at UP3-state14.202 Ovality measurement target range (adr126=1)14.201 CLS: Ensure min period (1 sec) of pressure release (NZ)14.199 Fixed error: Both roller sides are now activated in B_mode via RCPU14.198 ALS/CLS selection via D_IN1(AutoZero) if adr152=1
Danmark;08-11-2023;JUC;2.00;;D920P / F14.27;;RC9.11;9.11 Der kan nu vælges om der skal bruges stjerne/trekant eller direkte start via lus;V8.01.01;8.01.01No wait for printer if MoxaTCP (Adr109=3)8.01.004x4 guided test fix8.00.99French translationsCorrect ver. in LCD8.00.98Keep-alive signalReceives only config-packet if in service mode8.00.97 Roller activity indicatorsSuspension diffPrint buffer enlarged;P14.204/P9.126 L1;14.204 Ovality measurement range fix14.203 CLS/ALS: Check for HY-pressure overload during pressure increase at UP3-state14.202 Ovality measurement target range (adr126=1)14.201 CLS: Ensure min period (1 sec) of pressure release (NZ)14.199 Fixed error: Both roller sides are now activated in B_mode via RCPU14.198 ALS/CLS selection via D_IN1(AutoZero) if adr152=1
Frankrig;08-11-2023;SLP;2.00;;D920P / F14.27;;RC9.11;9.11 Der kan nu vælges om der skal bruges stjerne/trekant eller direkte start via lus;V8.01.01;8.01.01No wait for printer if MoxaTCP (Adr109=3)8.01.004x4 guided test fix8.00.99French translationsCorrect ver. in LCD8.00.98Keep-alive signalReceives only config-packet if in service mode8.00.97 Roller activity indicatorsSuspension diffPrint buffer enlarged;P14.204/P9.126 L1;14.204 Ovality measurement range fix14.203 CLS/ALS: Check for HY-pressure overload during pressure increase at UP3-state14.202 Ovality measurement target range (adr126=1)14.201 CLS: Ensure min period (1 sec) of pressure release (NZ)14.199 Fixed error: Both roller sides are now activated in B_mode via RCPU14.198 ALS/CLS selection via D_IN1(AutoZero) if adr152=1
Færøerne;08-11-2023;JUC;2.00;;D920P / F14.27;;RC9.11;9.11 Der kan nu vælges om der skal bruges stjerne/trekant eller direkte start via lus;V8.01.01;8.01.01No wait for printer if MoxaTCP (Adr109=3)8.01.004x4 guided test fix8.00.99French translationsCorrect ver. in LCD8.00.98Keep-alive signalReceives only config-packet if in service mode8.00.97 Roller activity indicatorsSuspension diffPrint buffer enlarged;P14.204/P9.126 L1;14.204 Ovality measurement range fix14.203 CLS/ALS: Check for HY-pressure overload during pressure increase at UP3-state14.202 Ovality measurement target range (adr126=1)14.201 CLS: Ensure min period (1 sec) of pressure release (NZ)14.199 Fixed error: Both roller sides are now activated in B_mode via RCPU14.198 ALS/CLS selection via D_IN1(AutoZero) if adr152=1
Holland;08-11-2023;KGS;2.00;;D920P / F14.27;;RC9.11;9.11 Der kan nu vælges om der skal bruges stjerne/trekant eller direkte start via lus;V8.00.40;;P14.204/P9.126 L1;14.204 Ovality measurement range fix14.203 CLS/ALS: Check for HY-pressure overload during pressure increase at UP3-state14.202 Ovality measurement target range (adr126=1)14.201 CLS: Ensure min period (1 sec) of pressure release (NZ)14.199 Fixed error: Both roller sides are now activated in B_mode via RCPU14.198 ALS/CLS selection via D_IN1(AutoZero) if adr152=1
Letland;08-11-2023;JUC;2.00;;D920P / F14.27;;RC9.11;9.11 Der kan nu vælges om der skal bruges stjerne/trekant eller direkte start via lus;V8.01.01;8.01.01No wait for printer if MoxaTCP (Adr109=3)8.01.004x4 guided test fix8.00.99French translationsCorrect ver. in LCD8.00.98Keep-alive signalReceives only config-packet if in service mode8.00.97 Roller activity indicatorsSuspension diffPrint buffer enlarged;P14.204/P9.126 L1;14.204 Ovality measurement range fix14.203 CLS/ALS: Check for HY-pressure overload during pressure increase at UP3-state14.202 Ovality measurement target range (adr126=1)14.201 CLS: Ensure min period (1 sec) of pressure release (NZ)14.199 Fixed error: Both roller sides are now activated in B_mode via RCPU14.198 ALS/CLS selection via D_IN1(AutoZero) if adr152=1
Spanien;08-11-2023;JUC;2.00;;D920P / F14.27;;RC9.11;9.11 Der kan nu vælges om der skal bruges stjerne/trekant eller direkte start via lus;V8.01.01;8.01.01No wait for printer if MoxaTCP (Adr109=3)8.01.004x4 guided test fix8.00.99French translationsCorrect ver. in LCD8.00.98Keep-alive signalReceives only config-packet if in service mode8.00.97 Roller activity indicatorsSuspension diffPrint buffer enlarged;P14.204/P9.126 L1;14.204 Ovality measurement range fix14.203 CLS/ALS: Check for HY-pressure overload during pressure increase at UP3-state14.202 Ovality measurement target range (adr126=1)14.201 CLS: Ensure min period (1 sec) of pressure release (NZ)14.199 Fixed error: Both roller sides are now activated in B_mode via RCPU14.198 ALS/CLS selection via D_IN1(AutoZero) if adr152=1
Canada;08-11-2023;KGS;2.00;;D920P / F14.27;;RC9.11;9.11 Der kan nu vælges om der skal bruges stjerne/trekant eller direkte start via lus;V8.01.01;8.01.01No wait for printer if MoxaTCP (Adr109=3)8.01.004x4 guided test fix8.00.99French translationsCorrect ver. in LCD8.00.98Keep-alive signalReceives only config-packet if in service mode8.00.97 Roller activity indicatorsSuspension diffPrint buffer enlarged;_P14.204/P9.126 L2;14.204 Ovality measurement range fix14.203 CLS/ALS: Check for HY-pressure overload during pressure increase at UP3-state14.202 Ovality measurement target range (adr126=1)14.201 CLS: Ensure min period (1 sec) of pressure release (NZ)14.199 Fixed error: Both roller sides are now activated in B_mode via RCPU14.198 ALS/CLS selection via D_IN1(AutoZero) if adr152=1
England;08-11-2023;NWTN;2.00;;D920P / F14.27;;RC9.11;9.11 Der kan nu vælges om der skal bruges stjerne/trekant eller direkte start via lus;8.01.00;4x4 ATL + MC approval test;_P14.204/P9.126 L2;14.204 Ovality measurement range fix14.203 CLS/ALS: Check for HY-pressure overload during pressure increase at UP3-state14.202 Ovality measurement target range (adr126=1)14.201 CLS: Ensure min period (1 sec) of pressure release (NZ)14.199 Fixed error: Both roller sides are now activated in B_mode via RCPU14.198 ALS/CLS selection via D_IN1(AutoZero) if adr152=1
Hong-Kong;08-11-2023;KGS;2.00;;D920P / F14.27;;RC9.11;9.11 Der kan nu vælges om der skal bruges stjerne/trekant eller direkte start via lus;V8.01.01;8.01.01No wait for printer if MoxaTCP (Adr109=3)8.01.004x4 guided test fix8.00.99French translationsCorrect ver. in LCD8.00.98Keep-alive signalReceives only config-packet if in service mode8.00.97 Roller activity indicatorsSuspension diffPrint buffer enlarged;_P14.204/P9.126 L2;14.204 Ovality measurement range fix14.203 CLS/ALS: Check for HY-pressure overload during pressure increase at UP3-state14.202 Ovality measurement target range (adr126=1)14.201 CLS: Ensure min period (1 sec) of pressure release (NZ)14.199 Fixed error: Both roller sides are now activated in B_mode via RCPU14.198 ALS/CLS selection via D_IN1(AutoZero) if adr152=1
Irland;08-11-2023;NWTN;2.00;;D920P / F14.27;;RC9.11;9.11 Der kan nu vælges om der skal bruges stjerne/trekant eller direkte start via lus;V8.01.01;8.01.01No wait for printer if MoxaTCP (Adr109=3)8.01.004x4 guided test fix8.00.99French translationsCorrect ver. in LCD8.00.98Keep-alive signalReceives only config-packet if in service mode8.00.97 Roller activity indicatorsSuspension diffPrint buffer enlarged;_P14.204/P9.126 L2;14.204 Ovality measurement range fix14.203 CLS/ALS: Check for HY-pressure overload during pressure increase at UP3-state14.202 Ovality measurement target range (adr126=1)14.201 CLS: Ensure min period (1 sec) of pressure release (NZ)14.199 Fixed error: Both roller sides are now activated in B_mode via RCPU14.198 ALS/CLS selection via D_IN1(AutoZero) if adr152=1
Israel;08-11-2023;KGS;2.00;;D920P / F14.27;;RC9.11;9.11 Der kan nu vælges om der skal bruges stjerne/trekant eller direkte start via lus;V8.01.01;8.01.01No wait for printer if MoxaTCP (Adr109=3)8.01.004x4 guided test fix8.00.99French translationsCorrect ver. in LCD8.00.98Keep-alive signalReceives only config-packet if in service mode8.00.97 Roller activity indicatorsSuspension diffPrint buffer enlarged;_P14.204/P9.126 L2;14.204 Ovality measurement range fix14.203 CLS/ALS: Check for HY-pressure overload during pressure increase at UP3-state14.202 Ovality measurement target range (adr126=1)14.201 CLS: Ensure min period (1 sec) of pressure release (NZ)14.199 Fixed error: Both roller sides are now activated in B_mode via RCPU14.198 ALS/CLS selection via D_IN1(AutoZero) if adr152=1
New-Zealand;08-11-2023;KGS;2.00;;D920P / F14.27;;RC9.11;9.11 Der kan nu vælges om der skal bruges stjerne/trekant eller direkte start via lus;V8.01.01;8.01.01No wait for printer if MoxaTCP (Adr109=3)8.01.004x4 guided test fix8.00.99French translationsCorrect ver. in LCD8.00.98Keep-alive signalReceives only config-packet if in service mode8.00.97 Roller activity indicatorsSuspension diffPrint buffer enlarged;_P14.204/P9.126 L2;14.204 Ovality measurement range fix14.203 CLS/ALS: Check for HY-pressure overload during pressure increase at UP3-state14.202 Ovality measurement target range (adr126=1)14.201 CLS: Ensure min period (1 sec) of pressure release (NZ)14.199 Fixed error: Both roller sides are now activated in B_mode via RCPU14.198 ALS/CLS selection via D_IN1(AutoZero) if adr152=1
Sudan;08-11-2023;KGS;2.00;;D920P / F14.27;;RC9.11;9.11 Der kan nu vælges om der skal bruges stjerne/trekant eller direkte start via lus;V8.01.01;8.01.01No wait for printer if MoxaTCP (Adr109=3)8.01.004x4 guided test fix8.00.99French translationsCorrect ver. in LCD8.00.98Keep-alive signalReceives only config-packet if in service mode8.00.97 Roller activity indicatorsSuspension diffPrint buffer enlarged;_P14.204/P9.126 L2;14.204 Ovality measurement range fix14.203 CLS/ALS: Check for HY-pressure overload during pressure increase at UP3-state14.202 Ovality measurement target range (adr126=1)14.201 CLS: Ensure min period (1 sec) of pressure release (NZ)14.199 Fixed error: Both roller sides are now activated in B_mode via RCPU14.198 ALS/CLS selection via D_IN1(AutoZero) if adr152=1
USA;08-11-2023;KGS;2.00;;D920P / F14.27;;RC9.11;9.11 Der kan nu vælges om der skal bruges stjerne/trekant eller direkte start via lus;V8.01.01;8.01.01No wait for printer if MoxaTCP (Adr109=3)8.01.004x4 guided test fix8.00.99French translationsCorrect ver. in LCD8.00.98Keep-alive signalReceives only config-packet if in service mode8.00.97 Roller activity indicatorsSuspension diffPrint buffer enlarged;_P14.204/P9.126 L2;14.204 Ovality measurement range fix14.203 CLS/ALS: Check for HY-pressure overload during pressure increase at UP3-state14.202 Ovality measurement target range (adr126=1)14.201 CLS: Ensure min period (1 sec) of pressure release (NZ)14.199 Fixed error: Both roller sides are now activated in B_mode via RCPU14.198 ALS/CLS selection via D_IN1(AutoZero) if adr152=1
Thailand;08-11-2023;KGS;2.00;;D920P / F14.27;;RC9.11;9.11 Der kan nu vælges om der skal bruges stjerne/trekant eller direkte start via lus;V8.01.01;8.01.01No wait for printer if MoxaTCP (Adr109=3)8.01.004x4 guided test fix8.00.99French translationsCorrect ver. in LCD8.00.98Keep-alive signalReceives only config-packet if in service mode8.00.97 Roller activity indicatorsSuspension diffPrint buffer enlarged;_P14.204/P9.126 L2;14.204 Ovality measurement range fix14.203 CLS/ALS: Check for HY-pressure overload during pressure increase at UP3-state14.202 Ovality measurement target range (adr126=1)14.201 CLS: Ensure min period (1 sec) of pressure release (NZ)14.199 Fixed error: Both roller sides are now activated in B_mode via RCPU14.198 ALS/CLS selection via D_IN1(AutoZero) if adr152=1
Litauen;08-11-2023;KGS;2.00;;D920P / F14.27;;RC9.11;9.11 Der kan nu vælges om der skal bruges stjerne/trekant eller direkte start via lus;V8.01.01;8.01.01No wait for printer if MoxaTCP (Adr109=3)8.01.004x4 guided test fix8.00.99French translationsCorrect ver. in LCD8.00.98Keep-alive signalReceives only config-packet if in service mode8.00.97 Roller activity indicatorsSuspension diffPrint buffer enlarged;_P14.204/P9.126 L2;14.204 Ovality measurement range fix14.203 CLS/ALS: Check for HY-pressure overload during pressure increase at UP3-state14.202 Ovality measurement target range (adr126=1)14.201 CLS: Ensure min period (1 sec) of pressure release (NZ)14.199 Fixed error: Both roller sides are now activated in B_mode via RCPU14.198 ALS/CLS selection via D_IN1(AutoZero) if adr152=1
Vietnam;08-11-2023;KGS;2.00;;D920P / F14.27;;RC9.11;9.11 Der kan nu vælges om der skal bruges stjerne/trekant eller direkte start via lus;V8.01.01;8.01.01No wait for printer if MoxaTCP (Adr109=3)8.01.004x4 guided test fix8.00.99French translationsCorrect ver. in LCD8.00.98Keep-alive signalReceives only config-packet if in service mode8.00.97 Roller activity indicatorsSuspension diffPrint buffer enlarged;_P14.204/P9.126 L2;14.204 Ovality measurement range fix14.203 CLS/ALS: Check for HY-pressure overload during pressure increase at UP3-state14.202 Ovality measurement target range (adr126=1)14.201 CLS: Ensure min period (1 sec) of pressure release (NZ)14.199 Fixed error: Both roller sides are now activated in B_mode via RCPU14.198 ALS/CLS selection via D_IN1(AutoZero) if adr152=1
Rusland;08-11-2023;KGS;2.00;;D920P / F14.27;;RC9.11;9.11 Der kan nu vælges om der skal bruges stjerne/trekant eller direkte start via lus;V8.01.01;8.01.01No wait for printer if MoxaTCP (Adr109=3)8.01.004x4 guided test fix8.00.99French translationsCorrect ver. in LCD8.00.98Keep-alive signalReceives only config-packet if in service mode8.00.97 Roller activity indicatorsSuspension diffPrint buffer enlarged;_P14.204/P9.126 L2;14.204 Ovality measurement range fix14.203 CLS/ALS: Check for HY-pressure overload during pressure increase at UP3-state14.202 Ovality measurement target range (adr126=1)14.201 CLS: Ensure min period (1 sec) of pressure release (NZ)14.199 Fixed error: Both roller sides are now activated in B_mode via RCPU14.198 ALS/CLS selection via D_IN1(AutoZero) if adr152=1
Island;08-11-2023;NWTN;2.00;;D920P / F14.27;;RC9.11;9.11 Der kan nu vælges om der skal bruges stjerne/trekant eller direkte start via lus;V8.01.01;8.01.01No wait for printer if MoxaTCP (Adr109=3)8.01.004x4 guided test fix8.00.99French translationsCorrect ver. in LCD8.00.98Keep-alive signalReceives only config-packet if in service mode8.00.97 Roller activity indicatorsSuspension diffPrint buffer enlarged;_P14.204/P9.126 L2;14.204 Ovality measurement range fix14.203 CLS/ALS: Check for HY-pressure overload during pressure increase at UP3-state14.202 Ovality measurement target range (adr126=1)14.201 CLS: Ensure min period (1 sec) of pressure release (NZ)14.199 Fixed error: Both roller sides are now activated in B_mode via RCPU14.198 ALS/CLS selection via D_IN1(AutoZero) if adr152=1
Kazakhstan;08-11-2023;KGS;2.00;;D920P / F14.27;;RC9.11;9.11 Der kan nu vælges om der skal bruges stjerne/trekant eller direkte start via lus;V8.01.01;8.01.01No wait for printer if MoxaTCP (Adr109=3)8.01.004x4 guided test fix8.00.99French translationsCorrect ver. in LCD8.00.98Keep-alive signalReceives only config-packet if in service mode8.00.97 Roller activity indicatorsSuspension diffPrint buffer enlarged;_P14.204/P9.126 L2;14.204 Ovality measurement range fix14.203 CLS/ALS: Check for HY-pressure overload during pressure increase at UP3-state14.202 Ovality measurement target range (adr126=1)14.201 CLS: Ensure min period (1 sec) of pressure release (NZ)14.199 Fixed error: Both roller sides are now activated in B_mode via RCPU14.198 ALS/CLS selection via D_IN1(AutoZero) if adr152=1
Dubai;08-11-2023;nwtn;2.00;;D920P / F14.27;;RC9.11;9.11 Der kan nu vælges om der skal bruges stjerne/trekant eller direkte start via lus;V8.01.01;8.01.01No wait for printer if MoxaTCP (Adr109=3)8.01.004x4 guided test fix8.00.99French translationsCorrect ver. in LCD8.00.98Keep-alive signalReceives only config-packet if in service mode8.00.97 Roller activity indicatorsSuspension diffPrint buffer enlarged;_P14.204/P9.126 L2;14.204 Ovality measurement range fix14.203 CLS/ALS: Check for HY-pressure overload during pressure increase at UP3-state14.202 Ovality measurement target range (adr126=1)14.201 CLS: Ensure min period (1 sec) of pressure release (NZ)14.199 Fixed error: Both roller sides are now activated in B_mode via RCPU14.198 ALS/CLS selection via D_IN1(AutoZero) if adr152=1
.Lande ikke nævnt;08-11-2023;NWTN;2.00;;D920P / F14.27;;RC9.11;9.11 Der kan nu vælges om der skal bruges stjerne/trekant eller direkte start via lus;V8.01.01;8.01.01No wait for printer if MoxaTCP (Adr109=3)8.01.004x4 guided test fix8.00.99French translationsCorrect ver. in LCD8.00.98Keep-alive signalReceives only config-packet if in service mode8.00.97 Roller activity indicatorsSuspension diffPrint buffer enlarged;_P14.204/P9.126 L2;14.204 Ovality measurement range fix14.203 CLS/ALS: Check for HY-pressure overload during pressure increase at UP3-state14.202 Ovality measurement target range (adr126=1)14.201 CLS: Ensure min period (1 sec) of pressure release (NZ)14.199 Fixed error: Both roller sides are now activated in B_mode via RCPU14.198 ALS/CLS selection via D_IN1(AutoZero) if adr152=1
Norge;08-11-2023;NWTN;2.00;;D920P / F14.27;;RC9.11;9.11 Der kan nu vælges om der skal bruges stjerne/trekant eller direkte start via lus;V8.01.01;8.01.01No wait for printer if MoxaTCP (Adr109=3)8.01.004x4 guided test fix8.00.99French translationsCorrect ver. in LCD8.00.98Keep-alive signalReceives only config-packet if in service mode8.00.97 Roller activity indicatorsSuspension diffPrint buffer enlarged;P14.204/P9.126 L3;14.204 Ovality measurement range fix14.203 CLS/ALS: Check for HY-pressure overload during pressure increase at UP3-state14.202 Ovality measurement target range (adr126=1)14.201 CLS: Ensure min period (1 sec) of pressure release (NZ)14.199 Fixed error: Both roller sides are now activated in B_mode via RCPU14.198 ALS/CLS selection via D_IN1(AutoZero) if adr152=1
Schweitz;08-11-2023;KGS;2.00;;D920P / F14.27;;RC9.11;9.11 Der kan nu vælges om der skal bruges stjerne/trekant eller direkte start via lus;V8.01.01;8.01.01No wait for printer if MoxaTCP (Adr109=3)8.01.004x4 guided test fix8.00.99French translationsCorrect ver. in LCD8.00.98Keep-alive signalReceives only config-packet if in service mode8.00.97 Roller activity indicatorsSuspension diffPrint buffer enlarged;P14.204/P9.126 L3;14.204 Ovality measurement range fix14.203 CLS/ALS: Check for HY-pressure overload during pressure increase at UP3-state14.202 Ovality measurement target range (adr126=1)14.201 CLS: Ensure min period (1 sec) of pressure release (NZ)14.199 Fixed error: Both roller sides are now activated in B_mode via RCPU14.198 ALS/CLS selection via D_IN1(AutoZero) if adr152=1
Tyskland;08-11-2023;KGS;2.00;;D920P / F14.27;;RC9.11;9.11 Der kan nu vælges om der skal bruges stjerne/trekant eller direkte start via lus;V8.01.01;8.01.01No wait for printer if MoxaTCP (Adr109=3)8.01.004x4 guided test fix8.00.99French translationsCorrect ver. in LCD8.00.98Keep-alive signalReceives only config-packet if in service mode8.00.97 Roller activity indicatorsSuspension diffPrint buffer enlarged;P14.204/P9.126 L3;14.204 Ovality measurement range fix14.203 CLS/ALS: Check for HY-pressure overload during pressure increase at UP3-state14.202 Ovality measurement target range (adr126=1)14.201 CLS: Ensure min period (1 sec) of pressure release (NZ)14.199 Fixed error: Both roller sides are now activated in B_mode via RCPU14.198 ALS/CLS selection via D_IN1(AutoZero) if adr152=1
Norge;08-11-2023;NWTN;2.00;;D920P / F14.27;;RC9.11;9.11 Der kan nu vælges om der skal bruges stjerne/trekant eller direkte start via lus;V8.01.01;8.01.01No wait for printer if MoxaTCP (Adr109=3)8.01.004x4 guided test fix8.00.99French translationsCorrect ver. in LCD8.00.98Keep-alive signalReceives only config-packet if in service mode8.00.97 Roller activity indicatorsSuspension diffPrint buffer enlarged;P14.204/P9.126 L4;14.204 Ovality measurement range fix14.203 CLS/ALS: Check for HY-pressure overload during pressure increase at UP3-state14.202 Ovality measurement target range (adr126=1)14.201 CLS: Ensure min period (1 sec) of pressure release (NZ)14.199 Fixed error: Both roller sides are now activated in B_mode via RCPU14.198 ALS/CLS selection via D_IN1(AutoZero) if adr152=1
Schweitz;08-11-2023;KGS;2.00;;D920P / F14.27;;RC9.11;9.11 Der kan nu vælges om der skal bruges stjerne/trekant eller direkte start via lus;V8.01.01;8.01.01No wait for printer if MoxaTCP (Adr109=3)8.01.004x4 guided test fix8.00.99French translationsCorrect ver. in LCD8.00.98Keep-alive signalReceives only config-packet if in service mode8.00.97 Roller activity indicatorsSuspension diffPrint buffer enlarged;P14.204/P9.126 L4;14.204 Ovality measurement range fix14.203 CLS/ALS: Check for HY-pressure overload during pressure increase at UP3-state14.202 Ovality measurement target range (adr126=1)14.201 CLS: Ensure min period (1 sec) of pressure release (NZ)14.199 Fixed error: Both roller sides are now activated in B_mode via RCPU14.198 ALS/CLS selection via D_IN1(AutoZero) if adr152=1
